id,bg,bg_trunk
580,111360.96,54397.50670715333
219,88542.96875,50953.125
557,125175.0552,73520.825852771
231,115930.1328,57286.87467850953
225,75642.93842,47620.346638383795
543,158668.4029,43607.88162466728
796,109055.7896,50893.09306679688
782,98511.7197,41222.696300646974
769,139767.2804,69358.02317310788
755,102766.3158,24620.313221264645
741,117068.8293,68812.921096875
46,122161.2881,53262.654310937505
806,127604.8187,41057.580540820316
52,107045.8893,38918.16102851562
812,116994.5714,46695.66534836426
184,103036.3602,44590.40988830246
190,101358.9404,31274.824189062507
85,97452.96825,26767.750426512866
91,90751.27015,35560.762871717554
609,106082.6388,36493.60604018395
147,132667.9553,70639.67281403809
621,69489.15504,35429.41268465332
635,105557.4336,43499.870432625925
153,113600.7309,50613.7752572998
386,111198.1836,41399.763075402836
392,105208.0681,34470.05265810547
379,85835.84679,30417.662355966662
423,99010.4538,45456.720035351565
345,110209.1375,51821.784396467185
351,100685.9992,47258.60896028443
437,99656.22093,34613.538441935074
